,time,x,y,z,rx,ry,rz,maze_type,condition,collision_status,Participant,Distance,Total Distance
1858167,1692188927326,0.5317149,0.219,0.7741337,0,0,0,Maze1,all,0,TCS30,0.008325000000000027,259.6439037882635
1859692,1692188960710,-3.221263,0.219,-2.812919,0,0,0,Maze4,invisible,0,TCS30,0.008325000000000138,317.4716361116294
1860815,1692188985560,-3.284544,0.219,0.3853919,0,0,0,Maze3,contra_audio,0,TCS30,0.008325000000000027,275.9665012143588
1862737,1692189027059,0.5429307,0.219,0.7624474,0,0,0,Maze1,contra_visual,0,TCS30,0.008333800000599913,470.5377690629964
1863738,1692189049476,-3.270779,0.219,0.3875369,0,0,0,Maze3,const_contra_audio2,0,TCS30,0.008333900000000005,249.24897608537827
1864517,1692189067893,0.5261794,0.219,0.8028401,0,0,0,Maze1,visual_only,0,TCS30,0.00833739999999994,250.1568720000031
1866912,1692189122658,-3.147112,0.219,0.4670773,0,0,0,Maze3,audio_only,0,TCS30,0.008340899999999984,347.1395262162714
1872961,1692189247041,-1.210864,0.219,1.130875,0,0,0,Maze2,const_contra_visual,0,TCS30,0.0,585.5054316017415
1874867,1692189289475,-3.343776,0.219,0.3841028,0,0,0,Maze3,contra_visual,0,TCS30,0.008340500000000028,300.6903300909554
1876342,1692189321742,0.6000416,0.219,0.6724851,0,0,0,Maze1,const_contra_visual,0,TCS30,0.008340699999999979,464.866262482139
1879760,1692189393508,0.5359497,0.219,-2.781576,0,0,0,Maze2,invisible,0,TCS30,0.016661999999999733,537.1780872773899
1880591,1692189412741,0.5224848,0.219,0.8876069,0,0,0,Maze1,const_contra_audio2,0,TCS30,0.008343800000000012,244.063768653645
1882796,1692189458774,0.3486572,0.219,-2.903235,0,0,0,Maze2,audio_only,0,TCS30,0.008325000000000138,517.8774606217603
1884557,1692189497558,-3.193807,0.219,0.4171521,0,0,0,Maze3,invisible,0,TCS30,0.008342700000000036,395.26614196654793
1885410,1692189516574,-3.279955,0.219,-2.796227,0,0,0,Maze4,const_contra_audio2,0,TCS30,0.016681000000000168,235.5644634962659
1886616,1692015367804,0.4550339,0.219,-2.792544,0,0,0,Maze2,visual_only,0,TMS22,0.008324999999999694,298.38135455583694
1887517,1692015397338,0.5249391,0.219,0.7878128,0,0,0,Maze1,const_contra_audio2,0,TMS22,0.006243600000000016,251.21450422109507
1893535,1692015521171,0.01040978,0.219,-1.095715,0,0,0,Maze2,const_contra_visual,0,TMS22,0.008325,601.546060175851
1894629,1692015545671,-3.227356,0.219,-2.812329,0,0,0,Maze4,visual_only,0,TMS22,0.008338000000000179,231.18257873179786
1900642,1692015669187,-0.7294186,0.219,-1.154416,0,0,0,Maze2,invisible,0,TMS22,0.0,558.7964449337732
1906686,1692015792521,-2.417315,0.219,-1.106022,0,0,0,Maze4,const_contra_visual,0,TMS22,0.008342000000000294,361.8216194664031
1907701,1692015814288,-3.18758,0.219,0.4199136,0,0,0,Maze3,all,0,TMS22,0.008334200000000014,254.64085072413508
1913747,1692015937738,-1.045644,0.219,-1.342986,0,0,0,Maze1,const_contra_visual,0,TMS22,0.0012499999999999734,485.2436290464754
1915148,1692015967990,-3.269449,0.219,0.3894195,0,0,0,Maze3,const_contra_audio2,0,TMS22,0.008324999999999971,260.1971098624673
1916931,1692016007322,-3.291478,0.219,-2.788534,0,0,0,Maze4,invisible,0,TMS22,0.008334000000000064,328.235609136112
1919755,1692016066905,0.4616741,0.219,-2.792596,0,0,0,Maze2,audio_only,0,TMS22,0.00834299999999999,532.2191044992783
1920778,1692016088922,-3.201898,0.219,0.4202934,0,0,0,Maze3,visual_only,0,TMS22,0.008333599999999997,298.08028541147394
1922482,1692016124806,0.505744,0.219,-2.780785,0,0,0,Maze2,contra_visual,0,TMS22,0.01664999999999983,564.0423049982275
1924418,1692016166873,0.676687,0.219,0.6329029,0,0,0,Maze1,invisible,0,TMS22,0.008345000000000047,405.33616469404126
1925498,1692016191189,-3.187573,0.219,-2.830829,0,0,0,Maze4,contra_audio,0,TMS22,0.008341000000000154,231.7984746844477
1928709,1692016256972,-3.191522,0.219,0.413736,0,0,0,Maze3,audio_only,0,TMS22,0.008338299999999965,365.25516002512086
1929767,1692016288089,0.4458863,0.219,-2.800734,0,0,0,Maze2,contra_audio,0,TMS22,0.016659999999999897,288.40498098254494
1931208,1692016318506,-3.27709,0.219,-2.800837,0,0,0,Maze4,audio_only,0,TMS22,0.008325000000000138,385.5068400515001
1932728,1692016351206,-3.362952,0.219,0.3928833,0,0,0,Maze3,const_contra_visual,0,TMS22,0.008324999999999971,488.7012093195717
1935096,1692016400223,0.521141,0.219,0.8249384,0,0,0,Maze1,audio_only,0,TMS22,0.008324999999999916,375.8914478388725
1937231,1692016444956,-3.501173,0.2189999,0.5358763,0,0,0,Maze3,invisible,0,TMS22,0.004995000000000083,404.3319360871193
1938044,1692016464140,0.5286926,0.219,0.7766638,0,0,0,Maze1,all,0,TMS22,0.008339600000000003,269.72824439952205
1939051,1692016486956,-3.270582,0.219,0.3864501,0,0,0,Maze3,contra_audio,0,TMS22,0.008325000000000027,283.43885753523193
1940020,1692016508157,0.4278745,0.219,-2.810293,0,0,0,Maze2,const_contra_audio2,0,TMS22,0.008323999999999998,300.1241618068427
1942453,1692016559323,0.5280977,0.219,0.8408543,0,0,0,Maze1,contra_visual,0,TMS22,0.008336200000000016,481.8858590260021
1943500,1692016581690,-3.275582,0.219,-2.791408,0,0,0,Maze4,all,0,TMS22,0.008332999999999924,246.6019454907816
1944952,1692016614173,-3.31356,0.219,0.3903876,0,0,0,Maze3,contra_visual,0,TMS22,0.008325000000000027,313.39363116894737
1945811,1692016632906,-3.219911,0.219,-2.816556,0,0,0,Maze4,const_contra_audio2,0,TMS22,0.016664999999999708,244.588599379394
1946612,1692016651307,0.5242854,0.219,0.8402445,0,0,0,Maze1,visual_only,0,TMS22,0.008342100000000019,259.94117707936147
1947642,1692016688073,-3.453596,0.219,-2.830703,0,0,0,Maze4,contra_visual,0,TMS22,0.008349000000000384,329.3737212336512
1948432,1692016707673,0.5704735,0.219,0.713737,0,0,0,Maze1,contra_audio,0,TMS22,0.008343800000000012,237.25448797873898
1949424,1692016728773,0.4956316,0.219,-2.782509,0,0,0,Maze2,all,0,TMS22,0.008325000000000138,269.4776198221398
1952618,1689850528393,0.5172018,0.219,0.8471057,0,0,0,Maze1,contra_visual,0,ZDS14,0.008323200000000086,496.6977096259318
1953444,1689850554260,-3.311449,0.219,-2.786917,0,0,0,Maze4,all,0,ZDS14,0.00836900000000007,253.9759177340005
1959486,1689850680274,-1.171771,0.2190002,1.066724,0,0,0,Maze3,const_contra_visual,0,ZDS14,0.007093999999999934,509.4660795984228
1960771,1689850710810,0.7519831,0.2197965,0.6240716,0,0,0,Maze1,invisible,0,ZDS14,0.004594099999999934,414.32327434339265
1962158,1689850743893,-3.329332,0.219,-2.786471,0,0,0,Maze4,contra_audio,0,ZDS14,0.008323000000000302,239.37203687835498
1963198,1689850767277,0.5264148,0.219,0.8479441,0,0,0,Maze1,const_contra_audio2,0,ZDS14,0.008323299999999922,261.01664302100147
1966196,1689850830543,-3.327868,0.219,0.3842643,0,0,0,Maze3,contra_visual,0,ZDS14,0.00832320000000003,323.3242401335594
1967098,1689850851410,0.4823391,0.219,-2.78637,0,0,0,Maze2,contra_audio,0,ZDS14,0.00834299999999999,299.27085555639724
1968891,1689850888909,-3.257475,0.219,-2.785514,0,0,0,Maze4,contra_visual,0,ZDS14,0.002496086937588536,341.4257689558395
1969878,1689850911793,-3.317575,0.219,0.3863174,0,0,0,Maze3,contra_audio,0,ZDS14,0.008323199999999975,296.5661185788061
1975891,1689851034208,-0.32621,0.219,-0.5221341,0,0,0,Maze4,const_contra_visual,0,ZDS14,0.00834809999999997,377.57607127666233
1978928,1689851098059,0.4213182,0.219,-2.804876,0,0,0,Maze2,invisible,0,ZDS14,0.005006999999999984,570.2757920566626
1980008,1689851125226,-3.315574,0.219,0.3946761,0,0,0,Maze3,const_contra_audio2,0,ZDS14,0.008323199999999975,272.00364526661826
1980803,1689851145193,0.5263504,0.219,0.8004116,0,0,0,Maze1,visual_only,0,ZDS14,0.008323199999999975,269.7230473453739
1982950,1689851190511,-3.126798,0.219,-2.866383,0,0,0,Maze4,invisible,0,ZDS14,0.007934999999999803,335.6458101882229
1983987,1689851214943,0.5075492,0.219,-2.787269,0,0,0,Maze2,all,0,ZDS14,0.016674000000000078,281.59588036355547
1989989,1689851337475,-1.045537,0.219,-0.5041159,0,0,0,Maze1,audio_only,0,ZDS14,0.0,390.1186273532384
1990826,1689851357360,-3.335716,0.219,-2.790544,0,0,0,Maze4,visual_only,0,ZDS14,0.008323000000000302,238.9665126529364
1991612,1689851375693,0.5277016,0.2189999,0.8232569,0,0,0,Maze1,all,0,ZDS14,0.016675099999999943,279.7781093849119
1992652,1689851398409,0.5725885,0.219,-2.781341,0,0,0,Maze2,visual_only,0,ZDS14,0.01667899999999989,305.3077539422164
1996765,1689851483375,-3.113142,0.219,-2.884309,0,0,0,Maze4,audio_only,0,ZDS14,0.008322999999999858,397.9295855058129
2002778,1689851609024,0.3951507,0.219,-2.459742,0,0,0,Maze2,const_contra_visual,0,ZDS14,0.0,622.1135346688313
2003774,1689851636660,-3.333901,0.219,-2.789224,0,0,0,Maze4,const_contra_audio2,0,ZDS14,0.008322999999999858,254.3123247891659
2007982,1689851723027,0.3517222,0.219,-2.897395,0,0,0,Maze2,audio_only,0,ZDS14,0.016673000000299823,546.9685666034273
2010568,1689851885959,-3.122,0.219,0.4971685,0,0,0,Maze3,invisible,0,ZDS14,0.008323300000000033,416.48851555039147
2014129,1689851960159,0.565461,0.219,-2.776146,0,0,0,Maze2,contra_visual,0,ZDS14,0.008322999999999858,578.5630032228182
2014943,1689851978476,0.5313739,0.219,0.8602234,0,0,0,Maze1,contra_audio,0,ZDS14,0.008334299999999906,244.4720131056653
2015781,1689851996644,-3.294286,0.219,0.3856989,0,0,0,Maze3,all,0,ZDS14,0.00832320000000003,261.70659621402683
2016678,1689852016376,0.4958899,0.219,-2.788074,0,0,0,Maze2,const_contra_audio2,0,ZDS14,0.008322999999999858,310.94281256021577
2022725,1689852140107,-1.162945,0.219,0.23112,0,0,0,Maze3,audio_only,0,ZDS14,0.0,380.79480975015434
2027498,1689852238492,0.6164061,0.219,0.6590232,0,0,0,Maze1,const_contra_visual,0,ZDS14,0.008323199999999975,498.6413119885065
2028321,1689852258059,-3.320128,0.219,0.3811335,0,0,0,Maze3,visual_only,0,ZDS14,0.008350500000000038,305.4040270175145
2034361,1692091181007,-1.206429,0.2192627,-0.7076061,0,0,0,Maze2,audio_only,0,ZES25,0.0004167000000000476,560.7030440772091
2037331,1692091246974,0.5504421,0.219,0.7212309,0,0,0,Maze1,contra_visual,0,ZES25,0.002916400000000041,505.9898280650835
2038749,1692091279041,0.5228894,0.219,-2.77217,0,0,0,Maze2,all,0,ZES25,0.00834199999999985,288.98662763958134
2043935,1692091385724,0.5330136,0.219,0.9290001,0,0,0,Maze1,const_contra_visual,0,ZES25,0.007505399999999995,517.3127045798553
2049942,1692091514357,-0.653659,0.219,0.950937,0,0,0,Maze2,contra_visual,0,ZES25,0.008333499999999994,609.6376023610708
2050658,1692091534890,0.5454824,0.219,0.7370853,0,0,0,Maze1,contra_audio,0,ZES25,0.007918199999999986,252.61341225108592
2051923,1692091563857,-3.175413,0.219,0.4262462,0,0,0,Maze3,contra_visual,0,ZES25,0.008325000000000027,330.78414408881014
2052934,1692091586723,0.5359837,0.219,0.7700673,0,0,0,Maze1,all,0,ZES25,0.008340099999999961,290.8528759548281
2053827,1692091607689,-3.327077,0.219,-2.787099,0,0,0,Maze4,const_contra_audio2,0,ZES25,0.008344000000000129,261.8072591132969
2059845,1692091732038,-1.020914,0.219,0.5732935,0,0,0,Maze3,audio_only,1,ZES25,0.016649999999999943,395.73012530153153
2061179,1692091763056,-3.227445,0.219,-2.802073,0,0,0,Maze4,contra_visual,0,ZES25,0.008340000000000014,348.242866245154
2062138,1692091784789,0.4586607,0.219,-2.787349,0,0,0,Maze2,visual_only,0,ZES25,0.008340000000000014,317.5916820322259
2063077,1692091806338,-3.222453,0.219,0.4021141,0,0,0,Maze3,const_contra_audio2,0,ZES25,0.008324999999999971,282.9990150715612
2066960,1692091886204,-3.365011,0.219,-2.807016,0,0,0,Maze4,const_contra_visual,0,ZES25,0.016665999999999848,394.94731363286627
2067832,1692091907205,0.5127661,0.219,-2.778928,0,0,0,Maze2,contra_audio,0,ZES25,0.008335000000000203,311.8069363060358
2068510,1692091923071,0.5326983,0.219,0.798894,0,0,0,Maze1,const_contra_audio2,0,ZES25,0.016683499999999962,268.2105186800398
2074529,1692092045637,-1.376399,0.2189999,-1.414725,0,0,0,Maze4,invisible,0,ZES25,0.008334999999999981,353.9338368293892
2075377,1692092065571,0.4607302,0.219,-2.792994,0,0,0,Maze2,const_contra_audio2,0,ZES25,0.008334000000000064,321.0453841268769
2077775,1692092115387,-3.364549,0.219,0.3975795,0,0,0,Maze3,const_contra_visual,0,ZES25,0.016665599999999947,523.2780395245599
2079753,1692092158003,0.5266076,0.219,0.8133094,0,0,0,Maze1,invisible,0,ZES25,0.008324999999999916,428.27232850379716
2080606,1692092178704,-3.232933,0.219,-2.806671,0,0,0,Maze4,visual_only,0,ZES25,0.008345000000000269,246.39370080310582
2086621,1692092300820,-0.2530989,0.219,0.7671285,0,0,0,Maze2,const_contra_visual,0,ZES25,0.0,649.4901567978052
2087505,1692092321137,-3.286053,0.219,0.3840249,0,0,0,Maze3,visual_only,0,ZES25,0.008338899999999982,313.73259787702716
2088362,1692092340637,-3.370535,0.219,-2.795234,0,0,0,Maze4,contra_audio,0,ZES25,0.008325000000000138,248.6762908019961
2089327,1692092361721,-3.300472,0.219,0.3839174,0,0,0,Maze3,all,0,ZES25,0.008325000000000027,274.71272940090876
2090085,1692092378871,0.5254183,0.219,0.7949815,0,0,0,Maze1,visual_only,0,ZES25,0.008337000000000039,279.6370867883989
2090986,1692092399936,-3.326526,0.219,-2.793067,0,0,0,Maze4,all,0,ZES25,0.008340000000000014,261.612900760367
2093327,1692092448520,0.6481981,0.219,0.6424902,0,0,0,Maze1,audio_only,0,ZES25,0.008325099999999974,402.65848849750085
2095935,1692092504186,-3.251227,0.219,0.3862439,0,0,0,Maze3,invisible,0,ZES25,0.00833459999999997,429.95223134053003
2097511,1692092538203,-3.161682,0.219,-2.839588,0,0,0,Maze4,audio_only,0,ZES25,0.008325000000000138,406.90392282029137
2103380,1692092658285,0.5356383,0.219,-2.779289,0,0,0,Maze2,invisible,0,ZES25,0.008324999999999694,596.7035310027819
2104368,1692092680985,-3.260955,0.219,0.3847057,0,0,0,Maze3,contra_audio,0,ZES25,0.008360499999999993,307.6117975540864
2110406,1692019783545,0.5340725,0.219,0.9396206,0,0,0,Maze2,audio_only,0,ZLS23,0.0,578.4006094107103
2112775,1692019840345,0.5259237,0.219,0.8310624,0,0,0,Maze1,contra_visual,0,ZLS23,0.014577700000000027,521.0040724884753
2113764,1692019863628,0.4622148,0.219,-2.791853,0,0,0,Maze2,all,0,ZLS23,0.008341000000000154,296.01142334714956
2116275,1692019917095,0.5267941,0.219,0.9189227,0,0,0,Maze1,const_contra_visual,0,ZLS23,0.005411400000000066,529.1472541279429
2117485,1692019950928,0.4025204,0.219,-2.821943,0,0,0,Maze2,contra_visual,0,ZLS23,0.008334000000000064,616.6707089617838
2118279,1692019969562,0.5538234,0.219,0.7435754,0,0,0,Maze1,contra_audio,0,ZLS23,0.016690800000000006,259.70356548599045
2119270,1692019991395,-3.224028,0.219,0.4011182,0,0,0,Maze3,contra_visual,0,ZLS23,0.008325099999999974,338.12462253811185
2119816,1692020004461,0.5366709,0.219,0.7761526,0,0,0,Maze1,all,0,ZLS23,0.008334299999999906,300.26648438308035
2120445,1692020018795,-3.21425,0.219,-2.814252,0,0,0,Maze4,const_contra_audio2,0,ZLS23,0.008340000000000014,268.98702097258484
2126448,1692020141528,-1.31251,0.219,-0.54617,0,0,0,Maze3,audio_only,0,ZLS23,0.0,415.01766573131886
2127389,1692020164811,-3.191835,0.219,-2.823901,0,0,0,Maze4,contra_visual,0,ZLS23,0.016675000000000217,356.231706060034
2128085,1692020180611,0.3900571,0.219,-2.840119,0,0,0,Maze2,visual_only,0,ZLS23,0.008325000000000138,329.57061764747937
2128808,1692020197312,-3.235919,0.219,0.3916105,0,0,0,Maze3,const_contra_audio2,0,ZLS23,0.008324999999999971,293.64038130748594
2130419,1692020231162,-3.279146,0.219,-2.795539,0,0,0,Maze4,const_contra_visual,0,ZLS23,0.016664000000000012,405.7689107865146
2131185,1692020249561,0.4424458,0.219,-2.796016,0,0,0,Maze2,contra_audio,0,ZLS23,0.008343999999999685,324.24656966423095
2132006,1692020268045,0.5196945,0.219,0.8872705,0,0,0,Maze1,const_contra_audio2,0,ZLS23,0.008342899999999931,276.67821564741
2132976,1692020290695,-3.448737,0.219,-2.832094,0,0,0,Maze4,invisible,0,ZLS23,0.008325000000000138,361.5946981621355
2133905,1692020312245,0.4374314,0.219,-2.805439,0,0,0,Maze2,const_contra_audio2,0,ZLS23,0.008338999999999874,333.9069575678036
2137225,1692020381729,-3.265916,0.219,0.3919388,0,0,0,Maze3,const_contra_visual,0,ZLS23,0.008324999999999971,539.9762787000432
2138550,1692020410245,0.5218889,0.219,0.8653849,0,0,0,Maze1,invisible,0,ZLS23,0.008338999999999985,440.4400359026512
2139299,1692020427145,-3.332741,0.219,-2.796236,0,0,0,Maze4,visual_only,0,ZLS23,0.016680000000000028,253.69306997453478
2140760,1692020458345,0.434346,0.219,-2.808042,0,0,0,Maze2,const_contra_visual,0,ZLS23,0.008325999999999834,663.5616696331393
2141521,1692020475228,-3.171453,0.219,0.4299416,0,0,0,Maze3,visual_only,0,ZLS23,0.008324999999999971,324.35866268537455
2142148,1692020489895,-3.251028,0.219,-2.792704,0,0,0,Maze4,contra_audio,0,ZLS23,0.008341000000000154,257.351622294019
2142871,1692020505962,-3.185557,0.219,0.4239362,0,0,0,Maze3,all,0,ZLS23,0.008324999999999971,287.01363418914394
2143595,1692020521895,0.5627534,0.219,0.7287667,0,0,0,Maze1,visual_only,0,ZLS23,0.008324999999999916,289.89481007588824
2144320,1692020537795,-3.216661,0.219,-2.803484,0,0,0,Maze4,all,0,ZLS23,0.008325000000000138,269.0641369814389
2145849,1692020570262,0.5378278,0.219,0.7882986,0,0,0,Maze1,audio_only,0,ZLS23,0.008324999999999916,414.41401063684765
2147000,1692020596961,-3.101189,0.219,0.5508358,0,0,0,Maze3,invisible,0,ZLS23,0.008325099999999974,437.4396999670171
2149838,1692020655528,-3.148331,0.219,-2.856437,0,0,0,Maze4,audio_only,0,ZLS23,0.016672999999999938,419.70915797019313
2152416,1692020709894,0.3396709,0.219,-2.986519,0,0,0,Maze2,invisible,0,ZLS23,0.00790829999999998,616.0211351700683
2153149,1692020728745,-3.213741,0.219,0.4032337,0,0,0,Maze3,contra_audio,0,ZLS23,0.008339799999999953,318.34688960091614
