,time,x,y,z,rx,ry,rz,maze_type,condition,collision_status,Participant,Distance,Total Distance
894711,1689689403138,0.3533472,0.219,-2.913687,0,0,0,Maze2,const_contra_audio2,0,IDS05,0.016645999999999717,141.357557201425
895595,1689689424037,-3.147621,0.219,-2.849552,0,0,0,Maze4,all,0,IDS05,0.008354000000000195,124.1316726068714
901598,1689689547702,-2.444745,0.2194463,0.5741567,0,0,0,Maze1,audio_only,0,IDS05,0.0,194.11929733575644
902514,1689689570437,-3.165272,0.219,-2.835996,0,0,0,Maze4,visual_only,0,IDS05,0.007915000000000116,113.16661532402381
905696,1689689638404,0.5378475,0.219,0.7615648,0,0,0,Maze1,const_contra_visual,0,IDS05,0.012097100000000083,260.8646302313608
911327,1689689760423,-3.458646,0.2191089,0.4611873,0,0,0,Maze3,invisible,0,IDS05,0.00832320000000003,220.70645040104247
917378,1689689887453,-0.3740244,0.2190001,0.1311508,0,0,0,Maze4,contra_visual,0,IDS05,0.0,169.5918252449002
923422,1689690016236,-0.9413334,0.2166623,-0.9658239,0,0,0,Maze2,const_contra_visual,0,IDS05,0.0,322.88694471331445
929461,1689690141051,-0.6375629,0.2189997,-1.192822,0,0,0,Maze4,audio_only,0,IDS05,0.0,189.3304309037184
935500,1689690268701,-0.1573083,0.2189976,0.5893228,0,0,0,Maze1,invisible,0,IDS05,0.0011767999999999779,197.38607228353072
936523,1689690294037,-3.193065,0.219,-2.817271,0,0,0,Maze4,contra_audio,0,IDS05,0.008356999999999726,110.12342760518489
942557,1689690420618,-2.273676,0.2190003,-1.136836,0,0,0,Maze2,contra_visual,0,IDS05,0.0038329999999999753,268.04721901357266
947726,1689690529203,-3.397572,0.2197433,0.757394,0,0,0,Maze3,const_contra_visual,0,IDS05,0.0054107810896395344,250.9978103120385
948761,1689690554821,-3.240493,0.219,-2.803858,0,0,0,Maze4,const_contra_audio2,0,IDS05,0.008323999999999998,121.53524650843555
949979,1689690583420,0.6801957,0.219,0.627834,0,0,0,Maze1,contra_audio,0,IDS05,0.007907499999999956,124.38420445889123
950942,1689690606104,-3.14286,0.219,0.4586807,0,0,0,Maze3,const_contra_audio2,0,IDS05,0.00835340000000001,122.13781928823394
956976,1689690731068,-0.6426299,0.219,-1.316424,0,0,0,Maze4,const_contra_visual,0,IDS05,0.0,188.28207566097714
963019,1689690855885,-1.412728,0.2190001,-1.06895,0,0,0,Maze3,audio_only,0,IDS05,0.0,189.6796995834959
964337,1689690887054,0.5981544,0.219,0.6784496,0,0,0,Maze1,all,0,IDS05,0.008323299999999922,133.37398847808439
965849,1689690926553,0.405484,0.219,-3.104523,0,0,0,Maze2,contra_audio,0,IDS05,0.008323636774872094,143.9809700785143
968936,1689690992937,-3.155352,0.219,0.4517699,0,0,0,Maze3,contra_visual,0,IDS05,0.008331900000000003,162.53326220543414
974954,1689691120168,-1.178387,0.2175625,-0.466383,0,0,0,Maze2,invisible,0,IDS05,0.0,278.1751832107041
978802,1692024049556,0.5411058,0.2184284,0.7643015,0,0,0,Maze1,contra_visual,0,JDS24,0.01626050000000001,286.99168238759876
979708,1692024074339,-3.348705,0.219,-2.792023,0,0,0,Maze4,all,0,JDS24,0.008337999999999735,131.49066951245047
985718,1692024198122,-3.449684,0.2171456,-0.1541805,0,0,0,Maze3,const_contra_visual,0,JDS24,0.008334299999999989,281.2158325934172
988361,1692024259139,0.6257289,0.2213249,1.042429,0,0,0,Maze1,invisible,0,JDS24,0.012917900000000038,211.09631975948753
989605,1692024288956,-3.199516,0.2190005,-2.815451,0,0,0,Maze4,contra_audio,0,JDS24,0.007908999999999722,119.02080953700604
992025,1692024339739,0.5266412,0.219,0.9081252,0,0,0,Maze1,const_contra_audio2,0,JDS24,0.008340100000000072,139.05900656601952
994197,1692024388973,-3.269097,0.219,0.3951691,0,0,0,Maze3,contra_visual,0,JDS24,0.008324999999999971,170.20872138574066
995122,1692024410989,0.5341877,0.219,-2.770754,0,0,0,Maze2,contra_audio,0,JDS24,0.00834299999999999,155.2195385722817
1001073,1692024533989,-3.194612,0.2190001,-2.820198,0,0,0,Maze4,contra_visual,0,JDS24,0.008325000000000138,195.15626156006107
1002072,1692024557822,-3.257948,0.219,0.3921602,0,0,0,Maze3,contra_audio,0,JDS24,0.008325000000000027,140.93225004014462
1003934,1692024597072,-3.547677,0.2189655,-2.949601,0,0,0,Maze4,const_contra_visual,0,JDS24,0.008334000000000064,199.9266299092538
1008905,1692024700172,0.3672653,0.2189998,-3.069156,0,0,0,Maze2,invisible,0,JDS24,0.008339758799869477,303.28963464567454
1009822,1692024723271,-3.269535,0.219,0.3892384,0,0,0,Maze3,const_contra_audio2,0,JDS24,0.008324999999999971,132.97364201378812
1010661,1692024742538,0.5640392,0.219,0.7233641,0,0,0,Maze1,visual_only,0,JDS24,0.008343499999999948,138.76460163284648
1011607,1692024763638,-3.104678,0.219,-2.897444,0,0,0,Maze4,invisible,0,JDS24,0.008325000000000138,191.32620006087512
1012427,1692024782238,0.4137778,0.219,-2.815995,0,0,0,Maze2,all,0,JDS24,0.00834199999999985,147.50777346246176
1014720,1692024830255,0.5306869,0.219,0.8674343,0,0,0,Maze1,audio_only,0,JDS24,0.0166636,202.6095380679186
1015598,1692024851658,-3.360162,0.219,-2.79689,0,0,0,Maze4,visual_only,0,JDS24,0.00834099999999971,120.58945621481833
1016322,1692024869321,0.5268958,0.219,0.9133223,0,0,0,Maze1,all,0,JDS24,0.008342900000000042,143.32851582237657
1017240,1692024889688,0.4620197,0.219,-2.795532,0,0,0,Maze2,visual_only,0,JDS24,0.016662000000000177,158.92327697347832
1023243,1692025011370,-0.5861354,0.219359,0.8765149,0,0,0,Maze4,audio_only,0,JDS24,0.0016667213954347625,207.15530558666686
1029286,1692025136887,-0.2617334,0.2189996,0.9763918,0,0,0,Maze2,const_contra_visual,0,JDS24,0.0,343.506106181726
1030275,1692025161838,-3.264399,0.219,-2.803559,0,0,0,Maze4,const_contra_audio2,0,JDS24,0.016666999999999987,127.96171687198171
1036297,1692025284003,0.03419995,0.219,-1.020518,0,0,0,Maze2,audio_only,0,JDS24,0.0,302.54054604714736
1042342,1692025407620,0.434861,0.219,1.083678,0,0,0,Maze3,invisible,0,JDS24,0.0020607999999999738,239.13419429475763
1044189,1692025447586,0.3644147,0.2189999,-2.878816,0,0,0,Maze2,contra_visual,0,JDS24,0.016668000000000127,277.2645239187718
1045254,1692025472319,0.5334142,0.219,0.8116116,0,0,0,Maze1,contra_audio,0,JDS24,0.016649999999999943,131.46348413260134
1046043,1692025490653,-3.192025,0.219,0.4171045,0,0,0,Maze3,all,0,JDS24,0.008324999999999971,127.50408831797341
1046975,1692025512120,0.4416119,0.219,-2.803672,0,0,0,Maze2,const_contra_audio2,0,JDS24,0.008325000000000138,153.10517171915657
1053010,1692025634552,-0.2252468,0.2190001,0.6529161,0,0,0,Maze3,audio_only,0,JDS24,0.004578699999999991,203.1932044198992
1056069,1692025698502,0.6135391,0.2192272,1.039335,0,0,0,Maze1,const_contra_visual,0,JDS24,0.0062453999999999565,279.63833762286333
1056840,1692025718019,-3.227458,0.219,0.40651,0,0,0,Maze3,visual_only,0,JDS24,0.008337499999999998,160.03265965895622
1058190,1692098259220,-3.151141,0.219,-2.839935,0,0,0,Maze4,const_contra_audio2,0,JFS26,0.003747000000000167,136.8981124580598
1060100,1692098305738,-3.500108,0.219,0.5130795,0,0,0,Maze3,const_contra_visual,0,JFS26,0.008353100000000002,294.10268473674336
1062080,1692098347405,0.7523431,0.219,-2.973387,0,0,0,Maze2,contra_visual,0,JFS26,0.007508999999999766,291.8508794605394
1063074,1692098371589,-3.259274,0.219,0.3935191,0,0,0,Maze3,const_contra_audio2,0,JFS26,0.008325000000000027,144.02008645300145
1064351,1692098399006,0.5437713,0.219,0.7470003,0,0,0,Maze1,all,0,JFS26,0.0058370999999999285,156.2351674017834
1065615,1692098428007,0.4121332,0.219,-2.821281,0,0,0,Maze2,contra_audio,0,JFS26,0.008337999999999735,162.42177226865098
1071621,1692098550741,-0.4186244,0.2185787,-0.5555565,0,0,0,Maze4,const_contra_visual,0,JFS26,0.008342162961726388,224.05211501645854
1072583,1692098572708,0.5497571,0.219,0.7230332,0,0,0,Maze1,contra_audio,0,JFS26,0.003334999999999977,138.02179774484787
1073953,1692098601941,0.342326,0.219,-2.915202,0,0,0,Maze2,all,0,JFS26,0.007908999999999722,154.8205800797969
1079420,1692098714125,0.622096,0.219,1.041677,0,0,0,Maze1,const_contra_visual,0,JFS26,0.008325000000000027,299.3849476177292
1081111,1692098749542,-3.29207,0.219,0.3852223,0,0,0,Maze3,contra_visual,0,JFS26,0.008325000000000027,179.95169256271777
1081871,1692098767492,0.5966402,0.219,0.6730306,0,0,0,Maze1,visual_only,0,JFS26,0.005000899999999975,148.3878575008159
1083548,1692098802425,-3.386956,0.219,0.7491224,0,0,0,Maze3,invisible,0,JFS26,0.008341526580308746,248.21492249556945
1084506,1692098822992,-3.242503,0.219,-2.798364,0,0,0,Maze4,contra_audio,0,JFS26,0.008324999999999694,128.00949979282717
1085530,1692098846692,0.513364,0.219,-2.779183,0,0,0,Maze2,const_contra_audio2,0,JFS26,0.008333000000000368,165.1482959918439
1087033,1692098878359,-3.257057,0.219,0.3873666,0,0,0,Maze3,audio_only,0,JFS26,0.008325000000000027,214.5320017962797
1087838,1692098896975,-3.209526,0.219,-2.814077,0,0,0,Maze4,all,0,JFS26,0.008325000000000138,140.4086485731108
1091492,1692098971158,0.5798704,0.219,0.6973085,0,0,0,Maze1,contra_visual,0,JFS26,0.012911400000000017,313.3364264751241
1092379,1692098990725,-3.153036,0.219,0.4442284,0,0,0,Maze3,all,0,JFS26,0.008325000000000027,134.85318221599073
1098136,1692099108125,0.7500007,0.219,-2.951326,0,0,0,Maze2,invisible,0,JFS26,0.008324999999999694,326.965115277141
1101657,1692099180891,0.5696881,0.2196691,0.6969801,0,0,0,Maze1,audio_only,0,JFS26,0.0025034000000000445,214.56581765350236
1102584,1692099201825,-3.171774,0.219,-2.831475,0,0,0,Maze4,visual_only,0,JFS26,0.008325000000000138,128.3621882381292
1103532,1692099224058,-3.182348,0.219,0.434357,0,0,0,Maze3,contra_audio,0,JFS26,0.008324999999999971,153.37769774157496
1109564,1692099346707,-1.163914,0.2190001,1.256315,0,0,0,Maze2,audio_only,0,JFS26,0.00834299999999999,328.64237111824207
1110570,1692099370658,-3.255859,0.219,-2.806937,0,0,0,Maze4,contra_visual,0,JFS26,0.01664999999999983,202.18633910973415
1116572,1692099495223,-1.00296,0.2190002,-0.96243,0,0,0,Maze2,const_contra_visual,0,JFS26,0.0,379.7196846251456
1122618,1692099618373,-0.9393216,0.2189999,-1.475765,0,0,0,Maze1,invisible,0,JFS26,0.002912399999999926,237.26874376792222
1123663,1692099641474,0.4249637,0.219,-2.815666,0,0,0,Maze2,visual_only,0,JFS26,0.008336999999999595,169.50813527675106
1129681,1692099763157,-0.8342624,0.2195603,-0.3235759,0,0,0,Maze4,audio_only,0,JFS26,0.0,225.9905705219546
1130749,1692099786557,-3.198603,0.219,0.4100881,0,0,0,Maze3,visual_only,0,JFS26,0.008325000000000027,169.7376352611206
1133078,1692099835389,-3.431632,0.219,-2.815329,0,0,0,Maze4,invisible,0,JFS26,0.008325000000000138,204.83106392313059
1137387,1689666072832,0.6030155,0.2189974,1.035487,0,0,0,Maze1,invisible,0,JWS01,0.002497784009877549,255.91165238758344
1138187,1689666097865,0.4897192,0.219,-2.795713,0,0,0,Maze2,contra_audio,0,JWS01,0.008323000000000302,169.37872026825565
1141428,1689666165515,-3.545333,0.2194449,-2.943112,0,0,0,Maze4,audio_only,0,JWS01,0.00666000000000011,244.92493506871853
1142185,1689666183800,0.5352313,0.219,0.7690464,0,0,0,Maze1,visual_only,0,JWS01,0.0074992999999999865,158.89419108397536
1143485,1689666211065,-3.546218,0.219,-2.94815,0,0,0,Maze4,invisible,0,JWS01,0.008323999999999998,214.30930689338138
1149508,1689666333013,-1.011666,0.219,-1.108698,0,0,0,Maze2,audio_only,0,JWS01,0.0,357.9055549357942
1150344,1689666353048,-3.354101,0.219,-2.791092,0,0,0,Maze4,visual_only,0,JWS01,0.00750699999999993,136.72818781097908
1156350,1689666481162,-3.15126,0.2180334,-0.3919321,0,0,0,Maze3,const_contra_visual,0,JWS01,0.008323199999999975,337.24455361582375
1157272,1689666500881,-3.311577,0.2189997,-2.787929,0,0,0,Maze4,const_contra_audio2,0,JWS01,0.008323000000000302,147.92078558074024
1158557,1689666530363,-3.34103,0.2189995,0.3967684,0,0,0,Maze3,contra_visual,0,JWS01,0.00832320000000003,194.31842955992403
1159484,1689666551015,0.5214453,0.2189994,0.8249052,0,0,0,Maze1,all,0,JWS01,0.007491899999999996,168.2312720675566
1160322,1689666569382,-3.23999,0.219,0.3988678,0,0,0,Maze3,visual_only,0,JWS01,0.008323199999999975,176.8691435260898
1161313,1689666598515,-3.358791,0.219,-2.792169,0,0,0,Maze4,contra_audio,0,JWS01,0.008334000059995263,137.90013847425303
1162676,1689666627365,0.6286545,0.219,0.6590128,0,0,0,Maze1,audio_only,0,JWS01,0.016673300000000002,227.7700268746177
1163645,1689666648998,0.4823853,0.219,-2.784501,0,0,0,Maze2,all,0,JWS01,0.008323000000000302,162.16428074288703
1164294,1689666664531,0.535491,0.219,0.7541994,0,0,0,Maze1,const_contra_audio2,0,JWS01,0.005826400000000009,156.01114274746476
1170330,1689666787380,-1.863282,0.219287,1.111678,0,0,0,Maze2,contra_visual,0,JWS01,0.0,334.9844531825193
1170961,1689666802682,0.5432083,0.219,0.7674204,0,0,0,Maze1,contra_audio,0,JWS01,0.01375510000000002,146.83381922536066
1174364,1689666871781,0.7499997,0.219,-2.942629,0,0,0,Maze2,invisible,0,JWS01,0.008323000000000302,342.00650471852623
1176214,1689666911398,-3.547101,0.219,-2.949285,0,0,0,Maze4,const_contra_visual,0,JWS01,0.00835100000000022,235.74882489192757
1179458,1689666978115,-3.403064,0.2179067,0.7470719,0,0,0,Maze3,audio_only,0,JWS01,0.008323199999999975,233.18172117209448
1180421,1689666999898,-3.317363,0.219,-2.79573,0,0,0,Maze4,all,0,JWS01,0.016681999999999864,150.98813196826603
1181575,1689667023981,0.6191225,0.219,1.041678,0,0,0,Maze1,const_contra_visual,0,JWS01,0.008323199999999975,312.05422705247815
1182452,1689667045382,0.4766905,0.219,-2.796665,0,0,0,Maze2,visual_only,0,JWS01,0.008347819820767596,177.24030802826204
1183267,1689667064132,-3.24997,0.219,0.3993751,0,0,0,Maze3,contra_audio,0,JWS01,0.00835269999999999,164.84901147714305
1186089,1689667122781,0.7523416,0.219,-2.953305,0,0,0,Maze2,const_contra_visual,0,JWS01,0.008322999999999858,396.3200248925624
1186890,1689667141898,-3.217496,0.219,0.4004127,0,0,0,Maze3,all,0,JWS01,0.008333199999999985,146.33368229363893
1187732,1689667160681,0.4620907,0.219,-2.793565,0,0,0,Maze2,const_contra_audio2,0,JWS01,0.008322999999999858,176.70958215540168
1190001,1689667208348,-3.242727,0.219,0.4039052,0,0,0,Maze3,invisible,0,JWS01,0.016704200000000002,263.51133541785094
1191572,1689667242765,0.5231846,0.2189999,0.8059326,0,0,0,Maze1,contra_visual,0,JWS01,0.008323300000000033,326.51326048781914
1192357,1689667260265,-3.232239,0.219,0.3928888,0,0,0,Maze3,const_contra_audio2,0,JWS01,0.008323199999999975,151.42078450163405
1194013,1689667296064,-3.545333,0.219,-2.94827,0,0,0,Maze4,contra_visual,0,JWS01,0.00835600000000003,214.13207253049748
1195582,1692177714101,-3.193723,0.219,0.4257888,0,0,0,Maze3,contra_audio,0,JWS29,0.008337200000000045,177.64880875210466
1197497,1692177761267,0.577456,0.219,0.6903895,0,0,0,Maze1,invisible,0,JWS29,0.003744699999999934,267.09291254263456
1199648,1692177810767,-3.107822,0.219,-2.887846,0,0,0,Maze4,const_contra_visual,0,JWS29,0.008325000000000138,243.27751414400714
1200663,1692177836750,0.5234873,0.219,0.8288336,0,0,0,Maze1,const_contra_audio2,0,JWS29,0.008334799999999976,166.80268059319314
1206606,1692177960350,0.5541745,0.219,-2.785319,0,0,0,Maze2,audio_only,0,JWS29,0.01664999999999983,372.94954745118054
1211687,1692178070798,0.5273733,0.219,0.8788747,0,0,0,Maze1,const_contra_visual,0,JWS29,0.008338400000000079,331.3681623813603
1212496,1692178090214,-3.392131,0.219,-2.806314,0,0,0,Maze4,contra_audio,0,JWS29,0.015419999999999767,145.28983873907762
1213375,1692178110647,-3.164998,0.219,0.4488715,0,0,0,Maze3,visual_only,0,JWS29,0.01665869999999997,189.28758663331115
1214191,1692178129797,0.5930852,0.219,0.6868979,0,0,0,Maze1,contra_audio,0,JWS29,0.008325000000000027,156.59317288878864
1220210,1692178251294,-1.983555,0.219,0.9445895,0,0,0,Maze2,invisible,0,JWS29,0.0,357.07604518376337
1221423,1692178278460,-3.347458,0.219,-2.788275,0,0,0,Maze4,all,0,JWS29,0.008334000000000064,158.6278662197148
1222676,1692178304644,0.5116568,0.219,-2.787851,0,0,0,Maze2,visual_only,0,JWS29,0.008334000000000064,189.31182974125335
1223983,1692178332759,-3.268746,0.219,0.3817157,0,0,0,Maze3,all,0,JWS29,0.008337800000000006,156.98102059825027
1230011,1692178456991,-1.626186,0.2188611,0.893515,0,0,0,Maze2,const_contra_visual,0,JWS29,0.008325000000600739,417.4661417074034
1231794,1692178495557,0.5472692,0.219,0.7345516,0,0,0,Maze1,contra_visual,0,JWS29,0.005838499999999969,337.23576040776464
1234509,1692178560340,-3.385432,0.219,0.3963191,0,0,0,Maze3,invisible,0,JWS29,0.008336399999999966,273.6667225638964
1235435,1692178584156,-3.218743,0.219,-2.818704,0,0,0,Maze4,contra_visual,0,JWS29,0.01664999999999983,223.26395331400295
1238849,1692178654405,-3.209689,0.219,0.4017408,0,0,0,Maze3,audio_only,0,JWS29,0.008334700000000028,245.6299373683362
1239623,1692178672556,0.5873442,0.219,0.684939,0,0,0,Maze1,visual_only,0,JWS29,0.008337099999999986,168.4017724601963
1241777,1692178718872,-3.415823,0.219,0.4168725,0,0,0,Maze3,const_contra_visual,0,JWS29,0.008324999999999971,347.8387816899894
1242725,1692178742538,0.4005443,0.219,-2.823637,0,0,0,Maze2,all,0,JWS29,0.008337000000000039,173.31097331831205
1243368,1692178760605,-3.284539,0.219,-2.792858,0,0,0,Maze4,const_contra_audio2,0,JWS29,0.008324999999999694,157.7660300290588
1244270,1692178781088,0.4497738,0.219,-2.802177,0,0,0,Maze2,contra_audio,0,JWS29,0.008340000000000014,181.4296882966122
1245234,1692178804354,-3.21325,0.219,-2.818287,0,0,0,Maze4,invisible,0,JWS29,0.016670000000000407,224.41776763989049
1246105,1692178827938,0.458008,0.219,-2.79129,0,0,0,Maze2,const_contra_audio2,0,JWS29,0.008325000000000138,188.83933807508143
1246738,1692178842654,0.5420057,0.219,0.7578442,0,0,0,Maze1,all,0,JWS29,0.008325000000000027,175.54795926139207
1248840,1692178892020,-3.235748,0.219,-2.801188,0,0,0,Maze4,audio_only,0,JWS29,0.008324999999999694,252.35987180097925
1252162,1692178961853,0.3389629,0.219,-2.920354,0,0,0,Maze2,contra_visual,0,JWS29,0.008335999999999899,357.9267387366402
1252815,1692178976620,-3.359737,0.219,-2.803342,0,0,0,Maze4,visual_only,0,JWS29,0.008338999999999874,146.7154156102807
1253714,1692178997153,-3.240402,0.219,0.4040935,0,0,0,Maze3,const_contra_audio2,0,JWS29,0.0166655,163.75917117433562
1257613,1692179077237,0.6602328,0.219,0.6377732,0,0,0,Maze1,audio_only,0,JWS29,0.008325099999999974,240.96683404144483
1258670,1692179101038,-3.278364,0.219,0.3939458,0,0,0,Maze3,contra_visual,0,JWS29,0.008335000000000037,201.92190837282976
1261071,1689841128513,0.5311269,0.219,0.8740658,0,0,0,Maze1,invisible,0,MBS12,0.00833319999999993,281.9441052811043
1262190,1689841157994,0.3936327,0.219,-2.842599,0,0,0,Maze2,contra_audio,0,MBS12,0.016655999999999782,188.48250654147606
1268237,1689841285395,0.01717555,0.2189997,-1.376003,0,0,0,Maze4,audio_only,0,MBS12,0.008333649999999998,276.2748965061136
1268982,1689841305877,0.5904887,0.219,0.6821256,0,0,0,Maze1,visual_only,0,MBS12,0.0041647882311109195,174.21154590939116
1269939,1689841328528,-3.206672,0.219,-2.809186,0,0,0,Maze4,invisible,0,MBS12,0.008347000000000104,231.89744086146055
1275989,1689841452041,-1.030913,0.219,1.992733,0,0,0,Maze2,audio_only,0,MBS12,0.0,393.10647140808766
1276776,1689841473428,-3.298562,0.219,-2.795481,0,0,0,Maze4,visual_only,0,MBS12,0.008323000000000302,154.28867041929794
1278411,1689841508528,-3.469285,0.219,0.6942828,0,0,0,Maze3,const_contra_visual,0,MBS12,0.0070909999999999584,362.32541720249304
1279140,1689841525745,-3.273752,0.219,-2.799982,0,0,0,Maze4,const_contra_audio2,0,MBS12,0.016668000000000127,166.9679294323653
1280574,1689841556361,-3.41531,0.219,0.4149143,0,0,0,Maze3,contra_visual,0,MBS12,0.00832320000000003,216.1137889665583
1281212,1689841571028,0.5496435,0.219,0.7339385,0,0,0,Maze1,all,0,MBS12,0.008350599999999986,185.34038656747765
1282119,1689841590828,-3.274511,0.219,0.3846008,0,0,0,Maze3,visual_only,0,MBS12,0.00832320000000003,196.8392465013638
1282860,1689841607479,-3.304065,0.219,-2.797885,0,0,0,Maze4,contra_audio,0,MBS12,0.01664600000000016,154.35601987622184
1284928,1689841650611,0.6127281,0.2190004,0.6691702,0,0,0,Maze1,audio_only,0,MBS12,0.007507211274501403,254.0742304695631
1285861,1689841671694,0.4773583,0.219,-2.794154,0,0,0,Maze2,all,0,MBS12,0.008323999999999998,180.59583415590484
1286526,1689841685864,0.5244491,0.219,0.8220547,0,0,0,Maze1,const_contra_audio2,0,MBS12,0.006242900000000051,173.7086746173638
1289946,1689841754511,0.4764926,0.219,-2.795069,0,0,0,Maze2,contra_visual,0,MBS12,0.008323999999999998,376.46802624260204
1290667,1689841770410,0.5180507,0.219,0.8806837,0,0,0,Maze1,contra_audio,0,MBS12,0.007918399999999992,164.34629751341686
1296082,1689841879177,0.6653391,0.219,-2.80976,0,0,0,Maze2,invisible,0,MBS12,0.008322999999999858,376.15252836150387
1297288,1689841904710,-3.419867,0.219,-2.812931,0,0,0,Maze4,const_contra_visual,0,MBS12,0.008356999999999726,255.39102624849988
1298911,1689841938177,-3.33748,0.219,0.3947843,0,0,0,Maze3,audio_only,0,MBS12,0.008337199999999989,261.08396234439294
1299721,1689841955644,-3.340732,0.219,-2.79613,0,0,0,Maze4,all,0,MBS12,0.008322999999999858,168.30611215997615
1301019,1689841982594,0.5420053,0.219,0.9456137,0,0,0,Maze1,const_contra_visual,0,MBS12,0.008323300000000033,344.20975550286664
1301882,1689842000560,0.5105934,0.219,-2.775088,0,0,0,Maze2,visual_only,0,MBS12,0.00833148565683218,196.52692592810055
1302745,1689842019161,-3.280018,0.219,0.3909003,0,0,0,Maze3,contra_audio,0,MBS12,0.016646499999999953,188.96968802229765
1305846,1689842082596,0.7236878,0.219,-2.885543,0,0,0,Maze2,const_contra_visual,0,MBS12,0.008339000000000318,435.4484324108205
1306627,1689842099011,-3.284274,0.219,0.3850443,0,0,0,Maze3,all,0,MBS12,0.00832320000000003,167.5871020286665
1308006,1689842127277,0.543008,0.219,-2.773422,0,0,0,Maze2,const_contra_audio2,0,MBS12,0.008323999999999998,202.28016082565293
1309576,1689842159927,-3.187541,0.219,0.4298368,0,0,0,Maze3,invisible,0,MBS12,0.008344700000000038,288.06168686834224
1310396,1689842177444,0.5295307,0.219,0.8367167,0,0,0,Maze1,contra_visual,0,MBS12,0.0075144999999999795,347.55227696563617
1311216,1689842194194,-3.272328,0.219,0.3847324,0,0,0,Maze3,const_contra_audio2,0,MBS12,0.008323299999999978,171.2581065540263
1312027,1689842211594,-3.356675,0.219,-2.790003,0,0,0,Maze4,contra_visual,0,MBS12,0.008322999999999858,232.40473881950925
1313214,1689676813922,0.5477076,0.219,0.7355884,0,0,0,Maze1,const_contra_audio2,0,MDS03,0.005824700000000016,183.34179970143285
1314354,1689676839354,-3.30161,0.219,0.3802864,0,0,0,Maze3,contra_audio,0,MDS03,0.008323300000000033,195.9481588218353
1320366,1689676961535,-0.009955348,0.2185063,0.7178403,0,0,0,Maze2,const_contra_visual,0,MDS03,0.004994421999999999,454.86722827261514
1321543,1689676990771,0.5670147,0.219,0.6998271,0,0,0,Maze1,visual_only,0,MDS03,0.003758299999999992,181.6149841039497
1322558,1689677014004,0.3919369,0.219,-2.85529,0,0,0,Maze2,all,0,MDS03,0.01373569065755347,187.58239760075904
1324855,1689677063322,-3.258422,0.219,-2.795628,0,0,0,Maze4,invisible,0,MDS03,0.008369999999999767,243.79013264305706
1330892,1689677188069,-1.343393,0.219,-0.8065932,0,0,0,Maze3,const_contra_visual,0,MDS03,0.003745699999999963,382.1669079093884
1331873,1689677212888,-3.224951,0.219,-2.800442,0,0,0,Maze4,visual_only,0,MDS03,0.008332999999999924,162.20033812231713
1333196,1689677242071,-3.154003,0.219,0.4508222,0,0,0,Maze3,contra_visual,0,MDS03,0.008348499999999981,228.4930032905153
1339199,1689677364553,-0.5741705,0.219,-1.142041,0,0,0,Maze1,const_contra_visual,0,MDS03,0.008323199999999975,367.86795831011057
1340263,1689677390488,-3.332022,0.219,-2.800239,0,0,0,Maze4,const_contra_audio2,0,MDS03,0.008322999999999858,175.58445816590967
1346289,1689677513269,-1.379894,0.219,-0.8155547,0,0,0,Maze3,invisible,0,MDS03,0.002913100000000002,316.7044058963908
1352318,1689677637886,0.02303722,0.219,0.7121264,0,0,0,Maze2,audio_only,0,MDS03,0.0,411.9705026250598
1353407,1689677663937,-3.112472,0.219,0.5039554,0,0,0,Maze3,const_contra_audio2,0,MDS03,0.0037523000000000417,178.87261385378852
1354388,1689677685673,0.3590391,0.219,-3.059793,0,0,0,Maze2,visual_only,0,MDS03,0.004168889455238613,207.2926798156464
1355201,1689677704904,-3.210591,0.219,-2.810925,0,0,0,Maze4,contra_audio,0,MDS03,0.008323000000000302,164.61311092960202
1356088,1689677725072,-3.145272,0.219,0.4632705,0,0,0,Maze3,visual_only,0,MDS03,0.008345599999999953,209.19220940774807
1357019,1689677745921,0.3444355,0.219,-2.928513,0,0,0,Maze2,contra_audio,0,MDS03,0.0074990000000001444,199.16274208459365
1359600,1689677799855,-3.350598,0.219,-2.789487,0,0,0,Maze4,const_contra_visual,0,MDS03,0.006657999999999831,265.6947927555116
1360400,1689677819738,0.5550913,0.219,0.7301919,0,0,0,Maze1,all,0,MDS03,0.007491099999999973,195.06125032489402
1361243,1689677838922,0.3674535,0.219,-2.902298,0,0,0,Maze2,const_contra_audio2,0,MDS03,0.0058252870864878075,209.2230363423976
1362133,1689677858954,-3.161516,0.219,0.4494367,0,0,0,Maze3,all,0,MDS03,0.00832320000000003,178.3207785404381
1362907,1689677876104,0.554127,0.219,0.7509963,0,0,0,Maze1,contra_audio,0,MDS03,0.016680200000000034,173.99951395346073
1368911,1689677997802,-1.365035,0.219,1.74713,0,0,0,Maze2,invisible,0,MDS03,0.0,392.10302919636445
1372546,1689678074571,0.5828461,0.219,0.6844554,0,0,0,Maze1,contra_visual,0,MDS03,0.004576400000000036,361.7389582398362
1373480,1689678095854,-3.139895,0.219,-2.845894,0,0,0,Maze4,all,0,MDS03,0.0012479999999999158,175.6573055301353
1379519,1689678218602,0.069,0.219,0.6929706,0,0,0,Maze1,audio_only,0,MDS03,0.0,274.34550644353135
1385504,1689678344138,-3.187326,0.219,-2.818474,0,0,0,Maze4,contra_visual,0,MDS03,0.006256000000000039,251.50047556176077
1389337,1689678423770,0.5408842,0.219,0.937666,0,0,0,Maze1,invisible,0,MDS03,0.015419200000000077,300.7824559391707
